"Number", "Merchant ID", "Merchant Name", "Affiliate", "Status"
"1 of 232 (0.43%)", "24423", "Firenze Seta SRL / Forzie", "linkshare", "Updated"
"2 of 232 (0.86%)", "36756", "Masdings", "linkshare", "Updated"
"3 of 232 (1.29%)", "25044", "Links of London UK", "linkshare", "Updated"
"4 of 232 (1.72%)", "36372", "The Jewellery Channel", "linkshare", "Updated"
"5 of 232 (2.16%)", "36334", "Ralph Lauren UK", "linkshare", "Failed"
"6 of 232 (2.59%)", "24797", "Karen Millen Fashions Ltd", "linkshare", "Updated"
"7 of 232 (3.02%)", "36997", "Izabel London", "linkshare", "Updated"
"8 of 232 (3.45%)", "36363", "Eve Lom", "linkshare", "Failed"
